A,B,C,D,DotDur,E,F,G,H,ISIdur,NumDur,acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,count_ISI,count_digit_loop_1,count_dot,count_experiment,count_get_input_digits,count_get_input_letters,count_get_input_loop_1,count_get_input_loop_2,count_get_input_sequence_1,count_get_input_sequence_2,count_init_1,count_init_2,count_intro_1,count_letter_loop_1,count_number_input_1,count_number_input_2,count_osweb,count_process_input_1,count_process_input_2,count_report_1,count_report_2,count_response_logger_1,count_response_logger_2,count_set_time_vars,count_stimA_1,count_stimA_2,count_stimB_1,count_stimB_2,count_stimC_1,count_stimC_2,count_stimD_1,count_stimD_2,count_stimE_1,count_stimE_2,count_stimF_1,count_stimF_2,count_stimG_1,count_stimG_2,count_stimH_1,count_stimH_2,count_trial_sequence_1,count_trial_sequence_2,datetime,description,disable_garbage_collection,empty_column,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,mouse_backend,multichar_response,opensesame_codename,opensesame_version,response,response_intro_1,response_number_input_1,response_number_input_2,response_time,response_time_intro_1,response_time_number_input_1,response_time_number_input_2,round_decimals,sampler_backend,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,span,start,subject_nr,subject_parity,time_ISI,time_digit_loop_1,time_dot,time_get_input_digits,time_get_input_letters,time_get_input_loop_1,time_get_input_loop_2,time_init_1,time_init_2,time_intro_1,time_letter_loop_1,time_number_input_1,time_number_input_2,time_process_input_1,time_process_input_2,time_response_logger_1,time_response_logger_2,time_set_time_vars,time_stimA_1,time_stimA_2,time_stimB_1,time_stimB_2,time_stimC_1,time_stimC_2,time_stimD_1,time_stimD_2,time_stimE_1,time_stimE_2,time_stimF_1,time_stimF_2,time_stimG_1,time_stimG_2,title,total_correct,total_response_time,total_responses,uniform_coordinates,width
v,e,z,g,3000,s,q,l,w,500,750,0,0,690,690,black,no,legacy,legacy,legacy,0,letters,uniform,,62,0,8,0,,54,,8,,54,,8,0,0,,54,0,,54,,8,,8,0,,8,,8,,8,,8,,8,,8,,8,,8,,8,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vezgkenter,osweb,1.3.8,enter,enter,,enter,1460,46461,,1460,2,legacy,1599114731975,1024,2,48000,-16,7,experiment,1,odd,162530,73,163048,,176824,,154081,,154081,72,73,,176824,,178289,,178290,46534,,154081,,155351,,156633,,157916,,159199,,160482,,161765,MemorySpan_1,0,37933,55,yes,1024
u,p,t,x,3000,i,p,f,w,500,750,0,0,677,677,black,no,legacy,legacy,legacy,0,letters,uniform,,69,0,9,0,,63,,9,,63,,9,0,0,,63,0,,63,,9,,9,0,,9,,9,,9,,9,,9,,9,,9,,9,,9,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,uitpxfenter,osweb,1.3.8,enter,enter,,enter,360,46461,,360,2,legacy,1599114731975,1024,2,48000,-16,7,experiment,1,odd,186736,73,187254,,195507,,178304,,178304,72,73,,195508,,195881,,195882,46534,,178304,,179573,,180841,,182122,,183405,,184688,,185971,MemorySpan_1,0,43352,64,yes,1024
3,9,5,w,3000,w,w,w,w,500,750,0,0,568,568,black,no,legacy,legacy,legacy,0,numbers,uniform,,76,0,10,0,38,63,0,9,38,63,0,9,0,0,38,63,0,38,63,0,9,0,9,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,395enter,osweb,1.3.8,enter,enter,enter,enter,413,46461,413,360,2,legacy,1599114731975,1024,2,48000,-16,3,experiment,1,odd,201280,73,201801,220383,195507,195898,178304,195897,178304,72,73,220383,195508,220804,195881,220804,195882,46534,195897,178304,197165,179573,198448,180841,,182122,,183405,,184688,,185971,MemorySpan_1,0,58494,103,yes,1024
1,8,3,w,3000,w,w,w,w,500,750,0,0,563,563,black,no,legacy,legacy,legacy,0,numbers,uniform,,83,0,11,0,42,63,1,9,42,63,1,9,0,0,42,63,0,42,63,1,9,1,9,0,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,1,9,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,183enter,osweb,1.3.8,enter,enter,enter,enter,400,46461,400,360,2,legacy,1599114731975,1024,2,48000,-16,3,experiment,1,odd,226219,73,226737,231212,195507,220820,178304,220819,178304,72,73,231212,195508,231616,195881,231616,195882,46534,220820,178304,222104,179573,223387,180841,,182122,,183405,,184688,,185971,MemorySpan_1,0,60290,107,yes,1024
6,5,5,4,3000,w,w,w,w,500,750,0,0,556,556,black,no,legacy,legacy,legacy,0,numbers,uniform,,90,0,12,0,47,63,2,9,47,63,2,9,0,0,47,63,0,47,63,2,9,2,9,0,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6554enter,osweb,1.3.8,enter,enter,enter,enter,617,46461,617,360,2,legacy,1599114731975,1024,2,48000,-16,4,experiment,1,odd,237780,73,238298,242740,195507,231630,178304,231629,178304,72,73,242740,195508,243361,195881,243361,195882,46534,231630,178304,232900,179573,234182,180841,235465,182122,,183405,,184688,,185971,MemorySpan_1,0,62254,112,yes,1024
5,5,5,1,3000,w,w,w,w,500,750,0,0,550,550,black,no,legacy,legacy,legacy,0,numbers,uniform,,97,0,13,0,52,63,3,9,52,63,3,9,0,0,52,63,0,52,63,3,9,3,9,0,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,3,9,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,5551enter,osweb,1.3.8,enter,enter,enter,enter,773,46461,773,360,2,legacy,1599114731975,1024,2,48000,-16,4,experiment,1,odd,249525,73,250043,254500,195507,243375,178304,243374,178304,72,73,254500,195508,255289,195881,255289,195882,46534,243375,178304,244644,179573,245927,180841,247210,182122,,183405,,184688,,185971,MemorySpan_1,0,64373,117,yes,1024
5,2,4,1,3000,2,w,w,w,500,750,0,0,546,546,black,no,legacy,legacy,legacy,0,numbers,uniform,,104,0,14,0,58,63,4,9,58,63,4,9,0,0,58,63,0,58,63,4,9,4,9,0,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,4,9,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,52412enter,osweb,1.3.8,enter,enter,enter,enter,1014,46461,1014,360,2,legacy,1599114731975,1024,2,48000,-16,5,experiment,1,odd,262220,73,262743,267579,195507,255304,178304,255304,178304,72,73,267579,195508,268599,195881,268600,195882,46534,255304,178304,256572,179573,257855,180841,259138,182122,260421,183405,,184688,,185971,MemorySpan_1,0,67097,123,yes,1024
2,9,6,4,3000,6,w,w,w,500,750,0,0,553,553,black,no,legacy,legacy,legacy,0,numbers,uniform,,111,0,15,0,64,63,5,9,64,63,5,9,0,0,64,63,0,64,63,5,9,5,9,0,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,29646enter,osweb,1.3.8,enter,enter,enter,enter,1377,46461,1377,360,2,legacy,1599114731975,1024,2,48000,-16,5,experiment,1,odd,275530,73,276048,282006,195507,268614,178304,268614,178304,72,73,282006,195508,283393,195881,283393,195882,46534,268614,178304,269883,179573,271166,180841,272449,182122,273732,183405,,184688,,185971,MemorySpan_1,0,71281,129,yes,1024
4,3,3,6,3000,4,5,w,w,500,750,0,0,561,561,black,no,legacy,legacy,legacy,0,numbers,uniform,,118,0,16,0,71,63,6,9,71,63,6,9,0,0,71,63,0,71,63,6,9,6,9,0,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,9,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,433645enter,osweb,1.3.8,enter,enter,enter,enter,1834,46461,1834,360,2,legacy,1599114731975,1024,2,48000,-16,6,experiment,1,odd,291090,73,291607,297899,195507,283408,178304,283408,178304,72,73,297899,195508,299735,195881,299736,195882,46534,283408,178304,284676,179573,285959,180841,287242,182122,288525,183405,289808,184688,,185971,MemorySpan_1,0,76241,136,yes,1024
3,1,8,4,3000,4,4,w,w,500,750,0,0,582,582,black,no,legacy,legacy,legacy,0,numbers,uniform,,125,0,17,0,78,63,7,9,78,63,7,9,0,0,78,63,0,78,63,7,9,7,9,0,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,7,9,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,318444enter,osweb,1.3.8,enter,enter,enter,enter,4463,46461,4463,360,2,legacy,1599114731975,1024,2,48000,-16,6,experiment,1,odd,307433,73,307950,313626,195507,299749,178304,299749,178304,72,73,313626,195508,318094,195881,318095,195882,46534,299749,178304,301019,179573,302302,180841,303585,182122,304868,183405,306150,184688,,185971,MemorySpan_1,0,83246,143,yes,1024
6,3,9,9,3000,6,5,4,w,500,750,0,0,586,586,black,no,legacy,legacy,legacy,0,numbers,uniform,,132,0,18,0,86,63,8,9,86,63,8,9,0,0,86,63,0,86,63,8,9,8,9,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,6399554enter,osweb,1.3.8,enter,enter,enter,enter,864,46461,864,360,2,legacy,1599114731975,1024,2,48000,-16,7,experiment,1,odd,326558,73,327075,334616,195507,318108,178304,318108,178304,72,73,334616,195508,335486,195881,335487,195882,46534,318108,178304,319378,179573,320660,180841,321943,182122,323226,183405,324509,184688,325792,185971,MemorySpan_1,0,88490,151,yes,1024
9,6,1,8,3000,5,3,4,w,500,750,0,0,582,582,black,no,legacy,legacy,legacy,0,numbers,uniform,,139,0,19,0,94,63,9,9,94,63,9,9,0,0,94,63,0,94,63,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Thu Sep 03 2020 08:30:47 GMT+0200 (Centraleuropæisk sommertid),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,9685134enter,osweb,1.3.8,enter,enter,enter,enter,1209,46461,1209,360,2,legacy,1599114731975,1024,2,48000,-16,7,experiment,1,odd,343950,73,344469,350477,195507,335500,178304,335500,178304,72,73,350477,195508,351696,195881,351696,195882,46534,335500,178304,336770,179573,338053,180841,339336,182122,340619,183405,341901,184688,343184,185971,MemorySpan_1,0,92540,159,yes,1024
v,j,y,w,3000,w,w,w,w,500,750,0,0,1157,1157,black,no,legacy,legacy,legacy,0,letters,uniform,,6,0,0,0,,3,,0,,3,,0,0,0,,3,0,,3,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Wed Sep 02 2020 10:54:11 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,vjyenter,osweb,1.3.8,enter,space,,enter,1407,8760,,1407,2,legacy,1599036944350,1024,2,48000,-16,3,experiment,1,odd,14189,13,14707,,21010,,8807,,8805,13,13,,21010,,22421,,22423,8788,,8806,,10089,,11372,,,,,,,,,MemorySpan_1,0,4628,4,yes,1024
z,v,y,w,3000,w,w,w,w,500,750,0,0,1215,1215,black,no,legacy,legacy,legacy,0,letters,uniform,,13,0,1,0,,8,,1,,8,,1,0,0,,8,0,,8,,1,,1,0,,1,,1,,1,,1,,1,,1,,1,,1,,1,Wed Sep 02 2020 10:54:11 GMT+0200 (Central European Summer Time),The main experiment item,yes,,/Users/ethan/Documents/GitHub/OpenSesame/MemorySpan,no,mono,no,18,no,white,no,no,768,legacy,legacy,zvjyenter,osweb,1.3.8,enter,space,,enter,3504,8760,,3504,2,legacy,1599036944350,1024,2,48000,-16,3,experiment,1,odd,27822,13,28339,,34225,,22437,,22436,13,13,,34225,,37737,,37738,8788,,22437,,23721,,25006,,,,,,,,,MemorySpan_1,0,10934,9,yes,1024
